	qid	question	timestamp
5145	7689	How can I compare the risk of different investing opportunities?	Apr 13 at 12:25
5146	7691	Hypothetical: can taxes ever cause a net loss on otherwise-profitable stocks?	Oct 2 '15 at 4:50
5147	7692	Does material nonpublic information cover knowledge of unannounced products?	Feb 28 at 0:37
5148	7694	Covered call when stock position is at a loss	Dec 4 '11 at 3:51
5149	7695	Options for Cash only Buyout due to Company Merger	Dec 8 '15 at 6:44
5150	7697	NYSE vs. Nasdaq - can I tell what exchange a ticker traded on, based solely on the ticker?	Jan 31 '16 at 18:33
5151	7699	Dollar Cost Averaging (Or value averaging) vs Lot sizes, what am I missing?	Oct 7 '15 at 9:58
5152	7700	Should I re-allocate my portfolio now or let it balance out over time?	Jan 18 at 20:15
5153	7701	What does it mean when Share price and volume sales aren't negatively correlated?	Nov 8 '15 at 20:00
5154	7702	Bond ETFs vs actual bonds	Jun 26 '15 at 1:42
5155	7703	Investing using leverage	Jun 12 '15 at 23:34
5156	7704	What exactly is the profit and loss of a portfolio?	Mar 9 at 19:44
5157	7705	Why would I pick a specific ETF over an equivalent Mutual Fund?	Apr 13 at 12:25
5158	7706	Determining amount of inflation between two dates	Apr 13 at 12:25
5159	7709	Confirm Dividend Yield	Nov 14 '16 at 7:41
5160	7710	Understanding highly compensated employees within 401ks	Oct 10 '16 at 17:39
5161	7711	Can I profit from anticipating a drop in value?	Jun 28 '16 at 18:58
5162	7713	Is there an investment account where I can owe taxes only if the net of capital gain and dividend payment is positive?	Sep 3 '14 at 16:13
5163	7715	Debit card funds on preauthorization hold to paypal: can it be used for another transaction?	Mar 22 '14 at 13:50
5164	7716	How to handle two K-1 forms from same company?	Mar 16 '15 at 1:46
5165	7717	merging transactions in 8949	Apr 15 '15 at 5:56
5166	7718	Former public employer that we have options in just sold	Aug 17 '15 at 13:53
5167	7719	First 401K portfolio with high expense ratios - which funds to pick? (24yo)	Nov 5 '15 at 13:49
5168	7723	If throwing good money after bad is generally a bad idea, is throwing more money after good Ok?	Aug 3 at 23:15
5169	7725	ESPP in the UK - worth it? Disqualifying / qualifying sales?	Jul 11 '13 at 20:58
5170	7726	Source of income: from dividends vs sale of principal or security	Feb 16 '14 at 14:53
5171	7727	Should I sell and rebuy stocks before the end of the year to trigger a gain and offset capital losses?	Oct 26 '16 at 13:23
5172	7728	Market Relativity Theory?	Aug 11 '16 at 15:42
5173	7730	What is a good rental yield?	Jan 30 '12 at 13:10
5174	7731	Selling stocks as LIFO or FIFO	May 9 at 3:42
5175	7733	How to get an ITIN if I don't have passport?	Jun 21 '13 at 1:58
5176	7734	Can PE ratio of stocks be compared to other investments?	Nov 5 '15 at 0:08
5177	7736	Turning 30 and making the right decision with my savings and purchasing home	Dec 9 '15 at 3:31
5178	7737	What is the market rate of non-cash ISA fund administration fee in UK?	Feb 16 '13 at 18:06
5179	7739	Degiro Stocks & Shares Account for Minor	Sep 29 '16 at 21:27
5180	7740	How to learn about doing technical analysis?  Any suggested programs or tools that teach it?	Apr 13 at 12:25
5181	7741	How can I report pump and dump scams?	Apr 13 at 12:25
5182	7742	Would investing equally in all 30 companies which comprise the DJIA net the same performance as the DJIA?	Jan 21 '16 at 15:10
5183	7743	When to use geometric vs. arithmetic mean? Why is the former better for percentages?	Mar 12 '14 at 21:11
5184	7745	What happens to options if a company is acquired / bought out?	Aug 16 '11 at 21:52
5185	7746	Using GnuCash for accurate cost basis calculation for foreign investments (CAD primary currency)	Jun 8 '13 at 7:01
5186	7747	What happens to bonds values when interest rates rise? [duplicate]	Nov 12 '14 at 16:05
5187	7749	Which field should I use for getting the income yield of this bond ETF?	Apr 10 at 10:18
5188	7750	What should I do with my $10K windfall, given these options?	Jun 17 '11 at 17:28
5189	7751	How to model fees from trades on online platforms?	Oct 26 at 2:51
5190	7752	FOK order type: can they be market or limit orders?	Feb 6 '15 at 11:40
5191	7753	Large orders and market manipulation	Aug 5 at 16:23
5192	7754	Inverse Relationship between Volatility and Beta	Jan 29 '14 at 21:26
5193	7755	Does VSMAX invest in smaller companies than FSEVX?	Nov 21 '14 at 12:57
5194	7756	Is an ITM option bought/sold to close in addition to being assigned?	Apr 2 '15 at 18:35
5195	7758	Bid/ask spreads for index funds	Feb 1 '13 at 17:20
5196	7759	Carry-forward of individual losses, with late-filed past taxes [US]	Jan 21 '16 at 2:46
5197	7760	What is the best strategy for after hours trading?	Jul 12 '14 at 23:16
5198	7762	Does a withdrawal of $10000 for 1st home purchase count against Roth IRA basis?	Apr 11 at 0:59
5199	7764	Which first time Stocks and Shares ISA for UK, frequent trader UK markets? 	May 3 '16 at 14:33
5200	7766	Buy the open and set a 1% limit sell order	Nov 27 '14 at 20:14
5201	7767	Clarifications On PFIC Rules	Apr 2 '15 at 17:13
5202	7769	Can capital gains be used to fund an IRA with tax advantages?	Dec 5 '11 at 11:47
5203	7770	When to use a stop limit order over a stop order	Jan 21 '15 at 18:50
5204	7771	US ISA equivalent for tax exempt investment & savings	Jul 29 '13 at 23:31
5205	7772	How much is an asset producing $X/month is worth?	Aug 11 at 20:57
5206	7773	How does a typical vesting timeline work with respect to employer contributions?	Aug 12 at 19:03
5207	7774	Investing small amounts at regular intervals while minimizing fees?	Oct 19 '14 at 17:57
5208	7776	Is it a bad idea to invest a student loan?	Sep 20 at 23:24
5209	7777	I can't understand candlestick shadows	Sep 23 at 17:54
5210	7778	I have a horrible 401k plan, with high expenses.  Should I stay with it or move my money elsewhere?	Oct 29 '15 at 2:47
5211	7779	Shares - Query about RSI (Relative Strength Index)	Oct 23 at 2:50
5212	7780	How does the US Estate Tax affect an Australian with investments domiciled in the US?	Sep 16 '16 at 3:26
5213	7781	Deriving the put-call parity	Jun 13 '12 at 23:21
5214	7782	What happens to a company when it issues preference shares?	Mar 21 '14 at 14:59
5215	7783	Why is tax loss harvesting helpful for passive investing?	May 7 at 13:14
5216	7785	Indian equivalent of Vanguard S&P 500	Sep 18 at 6:52
5217	7786	What is the US tax owed when gifting India Shares to my brother?	May 26 '16 at 19:16
5218	7787	Better to have a non-registered (taxable) investment account in one/both names and/or based on income?	Aug 14 '14 at 1:50
5219	7789	Mutual fund capital gain on my 1099-DIV : no cost basis?	Apr 11 '16 at 21:20
5220	7790	Is compounding interest on investments a myth?	Feb 1 '14 at 22:08
5221	7791	Do the proceeds from selling an option immediately convert to buying power in a margin account?	Jul 15 '13 at 15:41
5222	7792	What does it mean to invest in potatoes?	Jun 1 '15 at 7:54
5223	7793	Can you sell stocks/commodities for any price you wish (either direct or market)?	Feb 24 at 4:52
5224	7794	What's best investment option? Mutual fund or Property [duplicate]	Mar 2 '15 at 5:33
5225	7795	How to bet against IPOs?	Aug 16 '16 at 21:51
5226	7796	Do new automobiles typically release in low numbers?	May 28 at 2:40
5227	7797	What price can *I* buy IPO shares for?	May 23 '11 at 3:37
5228	7800	Right account for local purchases, loan EMI, and investments	Nov 14 at 15:58
5229	7801	What are some well known or well regarded arguments against investing?	Feb 9 '12 at 18:02
5230	7802	Retirement planning 401(k), IRA, pension, student loans	May 18 '16 at 14:54
5231	7803	Can the Delta be used to calculate the option premium given a certain target?	Dec 7 '10 at 15:31
5232	7804	How should I begin investing real money as a student?	May 9 '16 at 16:16
5233	7805	Retirement Savings vs. Student Loan payments	Mar 18 '16 at 20:17
5234	7806	What is the best resource for determining a specific age-based asset allocation?	Jun 2 '13 at 4:22
5235	7807	Margin Call Question	Oct 11 '14 at 0:59
5236	7808	Does investing more money into stocks increase chances of profit?	Apr 26 '16 at 22:29
5237	7810	Employer reported ESPP ordinary income on wrong year's W-2	Jul 19 at 3:03
5238	7811	Why I cannot buy at ask price?	Mar 6 '14 at 22:18
5239	7813	Where do expense ratios show up on my statement?	Apr 13 at 12:25
5240	7815	Analyze a security using Benjamin Graham's Defensive Investor Criteria	Dec 16 '15 at 1:17
5241	7817	Can you have a positive return with a balance below cost basis?	Aug 20 '15 at 13:31
5242	7821	Margin account: how to calculate the stock price that might trigger a liquidation of positions?	Feb 11 '16 at 6:45
5243	7822	Short term cutting losses in a long term investment	Aug 22 '11 at 14:51
5244	7823	Retirement Funds: Betterment vs Vanguard Life strategy vs Target Retirement	Mar 27 at 0:46
5245	7824	At what point is the contents of a trust considered to be the property of the beneficiary?	Apr 28 at 16:55
5246	7825	How can it be possible that only ~10% of options expire worthless, and only ~10% are exercised?	Jun 3 at 9:03
5247	7826	What will happen to my shares if company delisted	Dec 13 '14 at 16:41
5248	7827	Getting a USD cheque, without too many fees, and with a sensible exchange rate?	Sep 28 '15 at 5:27
5249	7828	What is good growth?	Jul 4 '16 at 14:16
5250	7829	Can my accounting for Tax Basis differ from my broker's	Apr 3 at 3:56
5251	7830	Do marketmakers always quote a bid and ask simultaneously	Apr 13 at 12:25
5252	7832	What's so hard about a mutual fund manager pricing their mutual fund?	Aug 27 '15 at 2:58
5253	7833	Early Exercise and 83(b) Election	Aug 4 '14 at 1:19
5254	7835	Help me understand Forex in Interactive Brokers	Oct 6 '13 at 11:54
5255	7836	What do do with traditional IRA if I'm maxing out contributions to employer 401k and want to open a Roth	Jul 8 at 18:13
5256	7837	RSU Tax Implications of 83(b) Election	May 5 '16 at 21:03
5257	7838	Putting borrowed money into an SIPP	Feb 19 '16 at 22:23
5258	7839	In the event of a corporate spin-off, how can I calculate the correct cost basis for each company's shares?	Jul 7 '13 at 17:05
5259	7840	Against what income are broker fees deducted?	Feb 6 at 4:28
5260	7842	Investment options	Dec 28 '14 at 19:39
5261	7843	Swap hedging a currency hedge	Feb 3 '15 at 3:32
5262	7844	Do I need to be proactive about telling the tax man (HMRC) I earn more than the child benefit threshold?	Aug 30 '16 at 14:08
5263	7846	Does a rescheduled conference call generally mean “something's wrong” with a company?	Apr 3 '12 at 6:24
5264	7847	When entering a Futures contract, must the margin deposit be idle or can I profit from it?	Nov 11 '10 at 14:12
5265	7848	How can I tell what is “real” Motley Fool advice?	Sep 25 '15 at 16:44
5266	7849	Should I worry too much about saving my 20% down before buying my first house?	Feb 26 '16 at 7:29
5267	7850	Basic mutual fund investment questions	Feb 3 '15 at 12:58
5268	7851	Should I wait to save up 20% downpayment on a 500k condo?	Aug 26 '10 at 14:25
5269	7854	Is there a sell-side version of dollar-cost averaging?	Mar 23 '15 at 3:27
5270	7855	I want to invest and save for my house downpayment at the same time	Dec 3 '16 at 17:09
5271	7856	Is short selling a good hedging strategy during overzealous market conditions?	Aug 4 '11 at 13:04
5272	7857	Can I sell my ESPP in a different order than I acquired it, to avoid paying too much tax on profits?	Jan 11 at 23:37
5273	7858	JCI headache part 2: How to calculate cost basis / tax consequences of JCI -> ADNT spinoff?	Apr 13 at 12:25
5274	7859	What's a good option for passive income for a college student?	Jun 6 at 0:36
5275	7860	Aggressive Mortgage Repayment	May 5 at 19:13
5276	7862	What could be the best tax saving option before a month of financial year end	Apr 13 at 12:25
5277	7863	Calculating profits for a private fund	May 20 at 15:26
5278	7864	One of my stocks dropped 40% in 2 days, how should I mentally approach this?	Sep 7 '15 at 8:05
5279	7865	Dividends - Why the push to reinvest?	Apr 10 at 14:27
5280	7866	Estimated Tax on Unplanned Capital Gains	Jun 21 at 4:37
5281	7868	Starting an investment portfolio	Mar 23 '11 at 13:12
5282	7869	Options revisited: Gold fever	Apr 13 at 12:25
5283	7872	Methods for forecasting price?	Jul 25 '12 at 6:27
5284	7873	Withholding for unexpected Short-Term Capital Gains and Penalties	Mar 5 at 13:57
5285	7876	Why do stocks split?	Apr 19 '16 at 21:10
5286	7877	How does a financial advisor choose debt funds and equity funds for us?	Sep 4 '16 at 16:03
5287	7878	Are stocks suitable for mid term money storage?	Jan 1 at 17:13
5288	7879	Any Tips on How to Get the Highest Returns Within 4 Months by Investing in Stocks? 	Nov 23 '15 at 21:18
5289	7880	Are there index tracking funds that avoid the “buy high - sell low” problem?	Jun 7 '11 at 16:04
5290	7881	Direct Registration System vs Brokerage Firm	Feb 23 '16 at 7:55
5291	7882	How are option contracts enforced?	Sep 11 at 9:43
5292	7883	Can I use stop limit orders on vanguard orders to prevent loss?	Jun 20 '14 at 3:18
5293	7884	How to amend an amended return?	Apr 10 '15 at 2:42
5294	7885	Can I resubmit W8-BEN with W9 form?	Oct 10 '14 at 6:10
5295	7887	Military Separation	Oct 28 '14 at 19:33
5296	7891	Should I change 401k investment options to prepare for rising interest rates?	Dec 6 '15 at 6:59
5297	7894	Calculating a simply complicated return?	Mar 20 '15 at 20:41
5298	7895	From Facebook's perspective, was the fall in price after IPO actually an indication that it went well?	Apr 30 '13 at 14:39
5299	7896	Why would you sell your bonds?	Feb 20 at 1:04
5300	7897	How much time should be spent on Penny Stocks Trading a day?	Oct 3 '15 at 8:58
5301	7900	How does the futures market affect the stock market?	May 5 '15 at 19:36
5302	7903	Is it possible for all the owners of a stock to gain or lose money at the same time?	Apr 30 '12 at 14:09
5303	7904	Did an additional $32 billion necessarily get invested into Amazon.com stock on October 26th, 2017?	Oct 27 at 16:15
5304	7905	New to options trading and need help understanding an options spread risk graph. What am I missing?	Jul 1 '15 at 5:52
5305	7906	How to maximise savings?	Jan 4 '16 at 11:30
5306	7907	Understanding the synthetic long put option	Mar 6 '15 at 21:33
5307	7909	Will progressively investing with moderate-to-high risk help secure a future? 	Sep 21 at 22:34
5308	7910	How trading in currency pair works, underlying techniques and mechanisms	Oct 28 '14 at 11:57
5309	7911	What is the difference between a 'trader' and a 'stockbroker'?	May 11 '11 at 12:04
5310	7913	How does Value Averaging work in practice?	Apr 13 at 12:25
5311	7916	What do the suffixes on stock symbols indicate	Oct 30 '15 at 9:36
5312	7917	What does “100% stock dividend” mean?	Aug 12 '15 at 7:47
5313	7918	Small withdrawals from IRA	Mar 7 at 14:37
5314	7921	My Brokerage statement shows “Adjusted due to previous wash sale disallowed loss” what does this mean?	Apr 4 '14 at 13:52
5315	7924	Micro-investing: How to effectively invest frequent small amounts of money in equities? 	Aug 4 '11 at 13:32
5316	7925	Can I sell a stock immediately?	Nov 11 '16 at 16:37
5317	7927	What does the -V indicate on MKC ticker	Mar 31 '15 at 16:13
5318	7928	If I believe a stock is going to fall, what options do I have to invest on this?	Apr 1 '16 at 14:54
5319	7932	What capital gains taxes do I owe on stock sales in India?	Sep 24 '15 at 10:45
5320	7933	Is it a wise decision to sell my ESPP stock based on this situation?	Dec 3 '13 at 1:12
5321	7934	Why might it be a bad idea to invest 100% of your 401(k) into a stock index fund?	Apr 13 at 12:25
5322	7936	Why naked call writing is risky compare to Covered call?	Jun 27 '16 at 1:09
5323	7937	Is there a difference between buying few shares of an expensive stock vs many shares of an inexpensive one?	Dec 3 '13 at 16:52
5324	7939	Is it possible to physically own a share certificate in a company?	Feb 20 at 22:21
5325	7940	What can I take from learning that a company's directors are buying or selling shares?	Dec 6 '13 at 6:28
5326	7941	Is my stock gone forever from a reverse split / bought by another company?	Sep 7 at 2:46
5327	7944	Is there any kind of unsecured stock loan?	Feb 10 '12 at 5:43
5328	7952	Are traders 100% responsible for a stock's price changes?	Feb 5 '15 at 2:22
5329	7954	Is the writer of a call ever required to surrender dividends to the call option buyer?	May 2 '11 at 21:36
5330	7956	Some stock's prices don't fluctuate widely - Is it an advantages?	Feb 23 at 6:45
5331	7958	Capital Gains Tax with Multiple 'buy' Transactions per Stock (U.S.)	Jan 9 '14 at 8:40
5332	7961	Does an index have a currency?	Oct 15 '16 at 16:43
5333	7962	Convention for adding ishares (ETFs) into personal accounts	May 7 '14 at 9:00
5334	7966	Is engaging in stocks without researching unwise?	Feb 7 '15 at 14:33
5335	7968	Short-term robots and long-term investors in the stock market	Mar 29 '12 at 7:10
5336	7970	How did this day trader lose so much?	Nov 20 '15 at 16:55
5337	7972	Benefits of Purchasing Company Stock at a Discount	May 11 '11 at 14:52
5338	7973	Why companies appear in several stock exchanges?	Nov 16 at 13:07
5339	7975	Approach to share options in the UK	May 26 at 15:16
5340	7977	Taxes on selling stock	Aug 5 '11 at 19:14
5341	7978	Is it wise to sell company stock to pay down a mortgage?	Sep 17 '14 at 16:26
5342	7979	What is meant by a market that is technically strong	Mar 25 '14 at 13:28
5343	7980	What is the difference between trading and non-trading stock?	Mar 17 '14 at 12:10
5344	7982	RSU taxation: when am I taxed, and how much?	Mar 15 at 16:39
5345	7985	Why do deep in the money options trade below their intrinsic value?	Apr 1 '15 at 14:19
5346	7987	How should I invest my money as a young graduate in Europe?	Apr 13 at 12:25
5347	7988	How to deal with IRS response of no action to 83(b) election?	Mar 25 '15 at 20:11
5348	7989	As a beginner investor, should I start investing with mutual funds through my bank, or with an online broker?	Jul 27 '13 at 16:06
5349	7990	Starting a new job. Help me with retirement/debt planning please!	Nov 19 '15 at 20:16
5350	7991	Is it worth having a pension?	Dec 8 '10 at 13:12
5351	7992	What type of pension should I get?	Jun 27 '13 at 10:07
5352	7993	Further Understanding of Wash Sale Rules	Oct 16 '15 at 17:11
5353	7994	How can cold-callers know about my general financial status	Jun 27 '15 at 20:51
5354	7996	Is this legal: going long on call options and artificially increasing the price of the underlying asset seconds before expiration?	Oct 22 '16 at 8:02
5355	7998	logistical details of interest and dividend payments on assets traded on the secondary market?	Mar 10 at 11:44
5356	8000	What is the best, low risk investment I can make now?	May 26 '15 at 19:51
5357	8002	What is the tax treatment of scrip dividends in the UK?	Aug 14 '13 at 11:03
5358	8003	Why would a company have 2 listings on the same exchange?	Mar 27 '12 at 10:02
5359	8004	What could cause a stock to trade below book value?	Nov 11 '11 at 4:19
5360	8005	Difference between Vanguard sp500 UCITS and Vanguard sp500	Jul 28 '16 at 15:10
5361	8006	What if I sell an stock that is going to give an stock dividend after the ex-date but before the payable date	Apr 22 '16 at 9:15
5362	8009	Why and why would/wouldn't a company split their stock?	Feb 8 '16 at 11:07
5363	8011	Calculating Future and Present value into mortgage comparisons	Jul 15 '13 at 15:18
5364	8013	Frequency of investments to maximise returns (and minimise fees)	May 15 '14 at 15:31
5365	8017	Purchasing ETFs when (pretty much) everything else is maxed out	Jun 4 '15 at 21:59
5366	8018	Limiting Fees for Monthly Contributions	Dec 29 '13 at 23:46
5367	8019	Quote driven and order driven financial markets	Jun 19 '12 at 13:00
5368	8020	Filing taxes on stocks	Mar 18 '12 at 16:54
5369	8022	question about early exercise of a NQSO	Jan 19 '15 at 5:50
5370	8030	Where can I place my savings in to limit my exposure to the risk of European bank failures and sovereign debt defaults?	Dec 17 '12 at 6:26
5371	8031	How to dollar-cost-average with a large amount of money in a savings account?	Mar 23 '14 at 3:04
5372	8032	What pension options are there for a 22 year old graduate in the UK?	May 4 '11 at 15:54
5373	8033	Dividend yeild per unit	Sep 22 '15 at 3:49
5374	8034	What is the average cost of a portfolio on a trading site?	Jan 28 '12 at 16:19
5375	8035	Intro to Investment options for a Canadian	Oct 20 '12 at 7:58
5376	8036	Is an investor of a startup subjected under a vesting schedule?	Sep 26 '11 at 14:04
5377	8037	How do freight derivatives like Forward Freight Agreements (FFAs) work?	Jul 5 '13 at 13:04
5378	8039	Plan/education for someone desiring to achieve financial independence primarily through investing? 	Jul 1 '15 at 16:16
5379	8040	Best way to make most of savings with ISA and Offset mortgage	Feb 6 '15 at 9:13
5380	8041	Some U.S. Tax Questions (CPA Concerns)	Apr 13 at 12:25
5381	8042	Why would a long-term investor ever chose a Mutual Fund over an ETF?	Apr 13 at 12:25
5382	8048	Can I take money from my employee stock and put it towards another stock?	Jun 27 '10 at 20:12
5383	8051	Stock exchanges open on Saturday	Dec 21 '16 at 12:21
5384	8053	What is the correct way to report incentive stock options (ISO) on federal taxes?	Feb 6 '12 at 23:55
5385	8055	Why have I never seen a stock split?	Aug 16 '13 at 21:42
5386	8056	Why does selling and then rebuying stock not lead to free money?	Feb 17 '15 at 5:50
5387	8061	Buying International Stock	Nov 14 at 17:02
5388	8062	Why is a stock trade flat on large volume?	Dec 4 '14 at 19:03
5389	8063	How to reconcile performance with dividends?	Jan 23 '12 at 18:28
5390	8064	Can you short a stock before the ex-div. date to make a profit?	Nov 19 '13 at 20:05
5391	8067	Investing in the stock market during periods of high inflation	Jun 14 '16 at 20:03
5392	8068	Deciding between Employee Stock Option and Restricted Stock	Jun 12 '14 at 9:35
5393	8069	Where can I buy preferred stocks as opposed to common stocks?	Oct 8 '11 at 18:31
5394	8070	How Is the Price of a Stock Determined? [duplicate]	Mar 29 '15 at 23:33
5395	8072	What does it mean “sell on ask” , “sell on bid” in stocks?	Nov 30 '15 at 6:32
5396	8076	Why is volatility in a positive direction clubbed in the same risk category as volatility in a negative direction?	May 19 '14 at 19:39
5397	8078	how stock market sale work? 	Nov 13 '15 at 16:48
5398	8079	Growth rate plus dividend yieid total?	Sep 13 at 5:56
5399	8080	How much do big firms and investors affect the stock market?	Dec 1 '16 at 6:19
5400	8081	Understanding a Trailing Limit if Touched Order	Sep 21 '15 at 6:34
5401	8084	Where does the stock go in a collapse?	Sep 24 '15 at 10:38
5402	8085	Which type of stock order would I use to sell a stock that hits a price or drops below it?	Dec 30 '15 at 11:43
5403	8086	Company stock listed in multiple exchanges?	Mar 9 at 14:47
5404	8088	Beginner questions about stock market	Aug 16 '15 at 18:40
5405	8090	Do corporate stock splits negate share repurchase programs?	Feb 24 '15 at 22:04
5406	8091	Can you buy out a pink sheet listed company by purchasing all of the oustanding shares?	Jul 11 '13 at 21:07
5407	8094	When a stock price goes down, does the money just disappears into thin air?	Jul 22 '16 at 18:33
5408	8099	Execute or trade an options contract?	Jan 16 '13 at 21:31
5409	8102	When do I sell a stock that I hold as a long-term position?	Dec 31 '13 at 19:08
5410	8103	How long can a company keep the money raised from IPO of its stocks?	Jun 28 '12 at 15:45
5411	8106	Can someone explain a stock's “bid” vs. “ask” price relative to “current” price?	Feb 23 '10 at 2:57
5412	8107	Why would we need a “stop-limit order” for selling?	Sep 24 '14 at 16:33
5413	8108	Is stock in a private corporation taxable?	May 31 '16 at 18:31
5414	8111	What does “no adjustments” mean?	Mar 25 '14 at 22:49
5415	8112	Does buying and selling a stock OR holding onto it make a company look better?	Jan 4 '16 at 21:48
5416	8113	What is the buy-hold-sell indication based on?	Jun 6 '16 at 17:07
5417	8114	Does bull/bear market actually make a difference?	Sep 24 '15 at 10:17
5418	8115	What does the term “match the market” mean?	Apr 5 '13 at 12:19
5419	8116	A-B-C Class Shares: What's the difference?	Jun 7 '11 at 17:50
5420	8117	Job Offer - Explain Stock Options [US]	Jun 15 '14 at 22:31
5421	8118	Selling put and call Loss Scenario Examples	Jul 5 '16 at 4:18
5422	8121	Can I calculate stock value with Williams%R if I know the last set?	Feb 13 '14 at 9:05
5423	8124	Best Time to buy a stock in a day 	Aug 24 '16 at 15:19
5424	8127	How to know which companies enter the stock market? 	Nov 19 '16 at 22:53
5425	8131	Question about car loan payment	Jul 11 '12 at 8:36
5426	8132	How to evaluate growth stocks	Mar 5 '15 at 4:33
5427	8134	What should I do with the stock from my Employee Stock Purchase Plan?	Feb 26 '11 at 22:55
5428	8137	What happens to the insider trade profits?	May 15 at 17:09
5429	8139	How does a public company issue new shares without diluting the value held by existing shareholders?	Dec 18 '12 at 16:22
5430	8142	What is an exercise price in regards to restricted stock awards?	Aug 20 '13 at 1:43
5431	8146	What cost basis do I report on the 1099?	Apr 9 at 2:55
5432	8147	If I sell a stock that I don't have, am I required to buy it before a certain amount of time?	Aug 4 '11 at 13:02
5433	8152	Losing Money with Norbert's Gambit	Sep 7 at 19:18
5434	8156	Am I understanding buying options on stock correctly	Jul 21 '14 at 15:44
5435	8158	How much hassle is it inheriting shares?	Jan 27 '15 at 0:00
5436	8159	When after a companys IPO date can I purchase shares?	Jul 28 '15 at 20:30
5437	8164	What is the smartest thing to do in case of a stock market crash	Jan 31 at 11:14
5438	8165	Why might a share price have not changed for several days?	Feb 21 at 13:01
5439	8172	Should I buy ~$2200 of a hot stock or invest elsewhere?	Nov 12 '15 at 7:34
5440	8177	Stock Trade Transaction Fee - at what point is it worth it	Mar 27 '14 at 22:10
5441	8184	How is unmarketable stock valued for tax purposes?	May 24 at 14:45
5442	8185	What is buying pressure?	Feb 18 at 5:49
5443	8195	Distribution rules LLC vs. S-Corp	Sep 24 '16 at 14:06
5444	8196	What is market capitalization? [duplicate]	Feb 17 at 23:33
5445	8198	How many warrants do I need to exercise to get a stock?	Oct 6 at 1:39
5446	8201	See list of stock trades for day 	Apr 19 '16 at 21:34
5447	8202	What accounted for DXJR's huge drop in stock price?	Mar 8 at 9:40
5448	8211	How did I end up with a fraction of a share?	Apr 9 '14 at 17:07
5449	8215	Where to invest, that compounds interest more than annual?	Jan 28 '16 at 14:35
5450	8219	How often are preferred shareholders made whole after a company goes bankrupt?	Feb 15 '15 at 13:54
5451	8220	Is 6% too high to trade stocks on margin?	Jul 23 '14 at 20:54
5452	8221	Borrowing share with a covered call for short?	Apr 12 at 10:36
5453	8225	When (if) I should consider cashing in (selling) shares to realize capital gains?	Aug 27 '16 at 22:32
5454	8227	A deferred capital gains tax similar to the real estate 1031 Exchange but for securities reinvestment?	Oct 28 '14 at 19:45
5455	8228	Does the premium of an option of a certain strike price increase at a slower rate from OTM to ITM as gamma affects delta?	Dec 22 '16 at 12:31
5456	8229	How far into the future is a stock future?  How do stock futures work?	Sep 30 '11 at 14:23
5457	8230	Why would this kind of penny stock increase so much in value?	Jan 11 at 6:56
5458	8231	How is stock price determined?	Jul 31 '14 at 0:48
5459	8232	What happens if a company I have stock in is bought out?	Sep 17 '16 at 9:54
5460	8235	Why the S&P futures prices are not reflecting the general bullish sentiment of the US stock market	Feb 5 '15 at 16:58
5461	8237	Accounting for splits in a stock price graph	Aug 16 '13 at 21:43
5462	8239	How can I find out which ETFs has holdings in a particular stock?	Mar 30 at 17:12
5463	8245	How to sell option with no volume	Dec 12 '13 at 5:33
5464	8247	Tax on Stocks or ETF's	Apr 14 '14 at 3:51
5465	8250	Is this trick enough to totally prevent bankrupcy in a case of a crash?	Feb 3 '15 at 17:31
5466	8251	What happens when a stock gets delisted?	Mar 26 '15 at 20:30
5467	8253	What are support and resistance of a stock?	Aug 2 '11 at 17:45
5468	8254	Why ever use a market order?	Oct 20 '15 at 4:40
5469	8256	What are “preferred” stocks? How are they different from normal (common) stocks?	Oct 8 '11 at 18:32
5470	8258	Could there be an interest for a company to make their Share price fall?	Jul 26 '16 at 14:35
5471	8260	What are non-qualified stock options?	Sep 5 '14 at 10:41
5472	8261	How might trading volume affect future share price?	Oct 10 '14 at 21:31
5473	8263	How to trade at Athens Stock Exchange (ASE) 	Aug 6 '15 at 23:23
5474	8271	Income in zero-interest environment	Dec 6 '14 at 17:52
5475	8272	Is my employee stock purchase plan a risk free investment?	Jan 10 '15 at 4:43
5476	8273	Investment Options for 14-year old?	Mar 7 '15 at 14:16
5477	8275	Buy/Selling prices at the stock exchange represent someone Selling/Buying at that price?	Sep 18 '15 at 9:13
5478	8276	What happens when the bid and ask are the same?	Jun 21 at 23:48
5479	8289	Is there a website with options chain charts?	Jan 2 '12 at 18:57
5480	8290	Is it better to miss the dividend and buy the undervalued stock?	Jan 25 '16 at 17:06
5481	8292	Foolish to place orders before the market opens?	Apr 12 '13 at 20:14
5482	8294	Taking partial capital loss purely for tax purposes	Oct 3 '14 at 14:36
5483	8295	Funneling money from a Traditional IRA to a Roth IRA using Options: Is my method possible and tax legal?	Sep 3 '16 at 23:22
5484	8296	Can the beta of a stock be used as a lagging indicator for the stock w.r.t the market	Feb 9 '15 at 17:45
5485	8300	Does wash sale apply if I buy stock on 2 two different dates and sell it later	Apr 22 at 0:09
5486	8303	Stock portfolio value & profit in foreign currency 	Jan 8 '15 at 18:56
5487	8304	How does start-up equity end up paying off?	Mar 3 '15 at 23:19
5488	8306	Investing thought experiment 	Nov 20 '16 at 6:25
5489	8309	If I donate depreciated stock to charity, can I deduct both the market value and the capital loss?	May 30 '14 at 2:32
